id,observed_on,time_observed_at,user_id,user_login,quality_grade,latitude,longitude,taxon_geoprivacy,coordinates_obscured,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
36274333,2019-12-01,2019-12-01 21:29:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Largus,,Insecta,52985,Hemiptera,Largidae,Largus,
36274335,2019-12-01,2019-12-01 21:44:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Bruchinae,Pea and Bean Weevils,Insecta,336037,Coleoptera,Chrysomelidae,,
36274336,2019-12-01,2019-12-01 21:45:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Miridae,Plant Bugs,Insecta,53505,Hemiptera,Miridae,,
36274337,2019-12-01,2019-12-01 21:46:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Villa,,Insecta,133762,Diptera,Bombyliidae,Villa,
36274338,2019-12-01,2019-12-01 21:48:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Copestylum,Bromeliad Flies,Insecta,128846,Diptera,Syrphidae,Copestylum,
36274339,2019-12-01,2019-12-01 21:48:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Dialictus,Metallic Sweat Bees,Insecta,126545,Hymenoptera,Halictidae,Lasioglossum,
36274341,2019-12-01,2019-12-01 21:49:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Bruchinae,Pea and Bean Weevils,Insecta,336037,Coleoptera,Chrysomelidae,,
36274343,2019-12-01,2019-12-01 22:07:00 UTC,442615,roomthily,needs_id,32.2484050396,-110.9086884403,,false,Halictinae,,Insecta,134106,Hymenoptera,Halictidae,,
36274345,2019-12-01,2019-12-01 21:48:00 UTC,442615,roomthily,research,32.2483997979,-110.9086816719,,false,Syritta pipiens,Thick-legged Hover Fly,Insecta,81979,Diptera,Syrphidae,Syritta,Syritta pipiens
36274346,2019-12-01,2019-12-01 22:10:00 UTC,442615,roomthily,research,32.2484050396,-110.9086884403,,false,Dioprosopa clavata,Four-speckled Hover Fly,Insecta,479803,Diptera,Syrphidae,Dioprosopa,Dioprosopa clavata
36281713,2019-12-01,2019-12-01 21:54:45 UTC,442615,roomthily,needs_id,32.248375,-110.90815,,false,Insecta,Insects,Insecta,47158,,,,
36595590,2019-12-12,2019-12-12 19:52:30 UTC,1424273,paulswitzer,research,32.24862833,-110.90888833,,false,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
36660118,2019-12-14,2019-12-14 16:58:21 UTC,1424273,paulswitzer,research,32.24865833,-110.90892,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
36660139,2019-12-14,2019-12-14 17:16:52 UTC,1424273,paulswitzer,research,32.24818,-110.90813333,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
36660170,2019-12-14,2019-12-14 18:09:34 UTC,1424273,paulswitzer,research,32.248375,-110.908005,,false,Agraulis vanillae,Gulf Fritillary,Insecta,49150,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae
36660192,2019-12-14,2019-12-14 18:59:32 UTC,1424273,paulswitzer,needs_id,32.24834667,-110.908005,,false,Largus californicus,California Bordered Plant Bug,Insecta,52986,Hemiptera,Largidae,Largus,Largus californicus
38517207,2020-02-10,2020-02-10 17:22:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui
38517208,2020-02-10,2020-02-10 17:31:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Agraulis vanillae,Gulf Fritillary,Insecta,49150,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae
38517209,2020-02-10,2020-02-10 17:32:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui
38517214,2020-02-10,2020-02-10 17:51:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
38517215,2020-02-10,2020-02-10 17:53:00 UTC,442615,roomthily,needs_id,32.2482054146,-110.9086777098,,false,Tipula,,Insecta,60393,Diptera,Tipulidae,Tipula,
38517216,2020-02-10,2020-02-10 18:30:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Strymon,Strymon melinus
38517217,2020-02-10,2020-02-10 18:36:00 UTC,442615,roomthily,research,32.2482054146,-110.9086777098,,false,Xylocopa sonorina,Valley Carpenter Bee,Insecta,244216,Hymenoptera,Apidae,Xylocopa,Xylocopa sonorina
44609942,2020-02-29,2020-02-29 20:20:54 UTC,1128542,amrahne,research,32.2483119925,-110.9091133937,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
44785688,2018-08-21,2018-08-21 15:26:00 UTC,2873093,wellersl,needs_id,32.248523,-110.908785,,false,Orthoptera,"Grasshoppers, Crickets, and Katydids",Insecta,47651,Orthoptera,,,
46675147,2014-09-24,2014-09-24 21:23:00 UTC,342811,keithroragen,research,32.2489222484,-110.9086562549,,false,Moneilema gigas,Giant Cactus Longhorn Beetle,Insecta,129340,Coleoptera,Cerambycidae,Moneilema,Moneilema gigas
46675148,2014-09-24,2014-09-24 22:00:00 UTC,342811,keithroragen,needs_id,32.2489222484,-110.9086562549,,false,Aetole,,Insecta,82521,Lepidoptera,Heliodinidae,Aetole,
46675149,2014-09-24,2014-09-24 22:00:00 UTC,342811,keithroragen,needs_id,32.2489222484,-110.9086562549,,false,Copaeodes aurantiaca,Orange Skipperling,Insecta,129415,Lepidoptera,Hesperiidae,Copaeodes,Copaeodes aurantiaca
46675171,2014-09-24,2014-09-24 22:21:00 UTC,342811,keithroragen,research,32.2489222484,-110.9086562549,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
54477143,2020-07-22,,3089922,riverkestrel,research,32.248523,-110.908785,,false,Agraulis vanillae,Gulf Fritillary,Insecta,49150,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae
54477146,2020-07-22,,3089922,riverkestrel,research,32.248523,-110.908785,,false,Hylephila phyleus,Fiery Skipper,Insecta,50340,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus
56536407,2020-08-15,2020-08-15 17:37:25 UTC,777339,transplanter_,needs_id,32.24850058,-110.909173,,false,Largus,,Insecta,52985,Hemiptera,Largidae,Largus,
56538338,2020-08-15,2020-08-15 17:42:30 UTC,777339,transplanter_,research,32.2485779,-110.9086552,,false,Thasus neocalifornicus,Giant Mesquite Bug,Insecta,207600,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
56807779,2020-08-15,2020-08-15 07:36:00 UTC,777339,transplanter_,research,32.248523,-110.908785,,false,Battus philenor,Pipevine Swallowtail,Insecta,49972,Lepidoptera,Papilionidae,Battus,Battus philenor
56807928,2020-08-14,2020-08-15 06:42:00 UTC,777339,transplanter_,needs_id,32.248523,-110.908785,,false,Melittia,,Insecta,133347,Lepidoptera,Sesiidae,Melittia,
56810372,2020-08-15,2020-08-15 07:18:00 UTC,777339,transplanter_,research,32.248523,-110.908785,,false,Agraulis vanillae,Gulf Fritillary,Insecta,49150,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae
56810373,2020-08-15,2020-08-15 07:20:00 UTC,777339,transplanter_,needs_id,32.248523,-110.908785,,false,Calephelis nemesis,Fatal Metalmark,Insecta,129363,Lepidoptera,Riodinidae,Calephelis,Calephelis nemesis
57390297,2009-08-29,2009-08-29 14:36:14 UTC,2114602,sarahwww,research,32.2481673023,-110.908734492,,false,Thasus neocalifornicus,Giant Mesquite Bug,Insecta,207600,Hemiptera,Coreidae,Thasus,Thasus neocalifornicus
57599751,2005-07-19,2005-07-19 21:49:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Hylephila phyleus,Fiery Skipper,Insecta,50340,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus
57599752,2005-07-19,2005-07-19 21:30:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Battus philenor,Pipevine Swallowtail,Insecta,49972,Lepidoptera,Papilionidae,Battus,Battus philenor
57599753,2005-07-19,2005-07-19 21:29:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Burnsius albescens,White Checkered-Skipper,Insecta,1038405,Lepidoptera,Hesperiidae,Burnsius,Burnsius albescens
57599755,2005-07-19,2005-07-19 21:20:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Pontia protodice,Checkered White,Insecta,59119,Lepidoptera,Pieridae,Pontia,Pontia protodice
57599757,2005-07-19,2005-07-19 21:14:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Hemiargus ceraunus,Ceraunus Blue,Insecta,69940,Lepidoptera,Lycaenidae,Hemiargus,Hemiargus ceraunus
57599758,2005-07-19,2005-07-19 21:10:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Zerene cesonia,Southern Dogface,Insecta,129362,Lepidoptera,Pieridae,Zerene,Zerene cesonia
57599760,2005-07-19,2005-07-19 21:07:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Hemiargus ceraunus,Ceraunus Blue,Insecta,69940,Lepidoptera,Lycaenidae,Hemiargus,Hemiargus ceraunus
57599764,2005-07-19,2005-07-19 21:06:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Hemiargus ceraunus,Ceraunus Blue,Insecta,69940,Lepidoptera,Lycaenidae,Hemiargus,Hemiargus ceraunus
57599766,2005-07-19,2005-07-19 21:03:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Vanessa cardui,Painted Lady,Insecta,48548,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui
57599770,2005-07-19,2005-07-19 20:57:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Nathalis iole,Dainty Sulphur,Insecta,51773,Lepidoptera,Pieridae,Nathalis,Nathalis iole
57599771,2005-07-19,2005-07-19 20:55:00 UTC,43084,jwm57,needs_id,32.248523,-110.908785,,false,Hylephila phyleus,Fiery Skipper,Insecta,50340,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus
57599773,2005-07-19,2005-07-19 20:34:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Ministrymon leda,Leda Ministreak,Insecta,225163,Lepidoptera,Lycaenidae,Ministrymon,Ministrymon leda
57599774,2005-07-19,2005-07-19 20:33:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Battus philenor,Pipevine Swallowtail,Insecta,49972,Lepidoptera,Papilionidae,Battus,Battus philenor
57599775,2005-07-19,2005-07-19 20:32:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Ministrymon leda,Leda Ministreak,Insecta,225163,Lepidoptera,Lycaenidae,Ministrymon,Ministrymon leda
57599776,2005-07-19,2005-07-19 20:22:00 UTC,43084,jwm57,research,32.248523,-110.908785,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
59473325,2020-09-13,2020-09-13 17:37:48 UTC,777339,transplanter_,research,32.248635795,-110.908425115,,false,Hemiargus ceraunus,Ceraunus Blue,Insecta,69940,Lepidoptera,Lycaenidae,Hemiargus,Hemiargus ceraunus
59474056,2020-09-13,2020-09-13 18:05:53 UTC,777339,transplanter_,needs_id,32.2477984485,-110.9082682058,,false,Scarabaeidae,Scarabs,Insecta,48201,Coleoptera,Scarabaeidae,,
59475232,2020-09-13,2020-09-13 18:10:16 UTC,777339,transplanter_,needs_id,32.2477479749,-110.9084750712,,false,Bruchinae,Pea and Bean Weevils,Insecta,336037,Coleoptera,Chrysomelidae,,
59477688,2020-09-13,2020-09-13 18:36:37 UTC,777339,transplanter_,needs_id,32.2483372094,-110.9090520814,,false,Brochymena parva,,Insecta,296223,Hemiptera,Pentatomidae,Brochymena,Brochymena parva
60653201,2020-09-24,2020-09-24 19:14:58 UTC,777339,transplanter_,needs_id,32.2483512,-110.9080855,,false,Hylephila phyleus,Fiery Skipper,Insecta,50340,Lepidoptera,Hesperiidae,Hylephila,Hylephila phyleus
60656846,2020-09-24,2020-09-24 19:17:36 UTC,777339,transplanter_,needs_id,32.2479050667,-110.9077585861,,false,Hesperiinae,Grass Skippers,Insecta,122493,Lepidoptera,Hesperiidae,,
60656864,2020-09-24,2020-09-24 20:03:24 UTC,777339,transplanter_,needs_id,32.2482315997,-110.9081898997,,false,Erynnis,Duskywings,Insecta,47652,Lepidoptera,Hesperiidae,Erynnis,
62921957,2020-10-18,2020-10-18 18:23:27 UTC,777339,transplanter_,research,32.2480583,-110.90898085,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
64680602,2020-11-11,2020-11-11 18:25:36 UTC,1979554,atlasbeetle,research,32.2481101033,-110.9083256288,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
65559767,2020-11-24,2020-11-24 21:27:06 UTC,1777239,owenbal,research,32.2483466667,-110.9083783333,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
66375087,2020-12-09,2020-12-09 21:20:50 UTC,1424273,paulswitzer,research,32.2482833333,-110.908325,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
66375096,2020-12-09,2020-12-09 21:19:57 UTC,1424273,paulswitzer,needs_id,32.248295,-110.9082716667,,false,Aphis nerii,Oleander Aphid,Insecta,71154,Hemiptera,Aphididae,Aphis,Aphis nerii
66375107,2020-12-09,2020-12-09 21:18:56 UTC,1424273,paulswitzer,research,32.248295,-110.908295,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
66375110,2020-12-09,2020-12-09 21:09:03 UTC,1424273,paulswitzer,research,32.24868,-110.908745,,false,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
66385988,2020-12-09,2020-12-09 22:01:33 UTC,2025917,jewelwing66,research,32.2481616667,-110.9081716667,,false,Calephelis nemesis,Fatal Metalmark,Insecta,129363,Lepidoptera,Riodinidae,Calephelis,Calephelis nemesis
66409024,2020-12-09,2020-12-09 21:13:02 UTC,2025917,jewelwing66,research,32.2482916667,-110.90825,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
66409201,2020-12-09,2020-12-09 21:14:02 UTC,2025917,jewelwing66,research,32.248295,-110.9083033333,,false,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
66409292,2020-12-09,2020-12-09 21:59:40 UTC,2025917,jewelwing66,research,32.2482083333,-110.90808,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
67548373,2020-12-09,2020-12-09 23:03:00 UTC,1424273,paulswitzer,research,32.248240009,-110.9080245933,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
67548374,2020-12-09,2020-12-09 23:02:00 UTC,1424273,paulswitzer,research,32.248240009,-110.9080245933,,false,Calephelis nemesis,Fatal Metalmark,Insecta,129363,Lepidoptera,Riodinidae,Calephelis,Calephelis nemesis
72484968,2021-03-30,2021-03-30 15:47:00 UTC,1406094,stephen_wv,needs_id,32.2483868926,-110.9085167791,,false,Nysius,,Insecta,176621,Hemiptera,Lygaeidae,Nysius,
72646704,2021-03-31,2021-03-31 17:37:22 UTC,2025917,jewelwing66,research,32.2482633333,-110.9082716667,,false,Andrena prunorum,Prunus Miner,Insecta,57667,Hymenoptera,Andrenidae,Andrena,Andrena prunorum
72648233,2021-03-31,2021-03-31 17:40:26 UTC,2025917,jewelwing66,research,32.2482616667,-110.9082333333,,false,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Strymon,Strymon melinus
72648277,2021-03-31,2021-03-31 17:35:34 UTC,2025917,jewelwing66,research,32.2482866667,-110.90825,,false,Leptotes marina,Marine Blue,Insecta,59152,Lepidoptera,Lycaenidae,Leptotes,Leptotes marina
72648351,2021-03-31,2021-03-31 17:33:50 UTC,2025917,jewelwing66,research,32.248255,-110.9083116667,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
73087546,2021-03-26,2021-03-26 16:15:04 UTC,1424273,paulswitzer,needs_id,32.2487366667,-110.9088833333,,false,Leptotes marina,Marine Blue,Insecta,59152,Lepidoptera,Lycaenidae,Leptotes,Leptotes marina
73087593,2021-03-26,2021-03-26 16:41:04 UTC,1424273,paulswitzer,needs_id,32.2483133333,-110.9079216667,,false,Leptotes marina,Marine Blue,Insecta,59152,Lepidoptera,Lycaenidae,Leptotes,Leptotes marina
73087612,2021-03-26,2021-03-26 16:46:45 UTC,1424273,paulswitzer,research,32.2483283333,-110.907905,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
73087759,2021-03-26,2021-03-26 17:35:14 UTC,1424273,paulswitzer,research,32.2483366667,-110.9083416667,,false,Asterocampa leilia,Empress Leilia,Insecta,148793,Lepidoptera,Nymphalidae,Asterocampa,Asterocampa leilia
73215146,2021-03-06,2021-03-06 22:09:57 UTC,4169436,cdowd99,research,32.2485060131,-110.9086843768,,false,Hippodamia convergens,Convergent Lady Beetle,Insecta,48987,Coleoptera,Coccinellidae,Hippodamia,Hippodamia convergens
73215407,2021-03-27,2021-03-27 19:50:00 UTC,4169436,cdowd99,needs_id,32.2484988567,-110.9087236782,,false,Lopidea major,Mountain Laurel Scarlet Mirid,Insecta,322138,Hemiptera,Miridae,Lopidea,Lopidea major
73230635,2021-03-26,2021-03-26 17:47:55 UTC,1424273,paulswitzer,research,32.24822,-110.9085383333,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
73249547,2021-03-29,2021-03-29 17:10:56 UTC,1424273,paulswitzer,needs_id,32.2482616667,-110.9082333333,,false,Largus californicus,California Bordered Plant Bug,Insecta,52986,Hemiptera,Largidae,Largus,Largus californicus
73249602,2021-03-29,2021-03-29 17:11:34 UTC,1424273,paulswitzer,research,32.2482616667,-110.9082333333,,false,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
73249626,2021-03-29,2021-03-29 17:12:13 UTC,1424273,paulswitzer,research,32.2482833333,-110.9082033333,,false,Danaus gilippus,Queen,Insecta,51743,Lepidoptera,Nymphalidae,Danaus,Danaus gilippus
73249806,2021-03-29,2021-03-29 17:13:08 UTC,1424273,paulswitzer,needs_id,32.2482866667,-110.908195,,false,Copestylum marginatum,,Insecta,179752,Diptera,Syrphidae,Copestylum,Copestylum marginatum
73249871,2021-03-29,2021-03-29 17:53:12 UTC,1424273,paulswitzer,needs_id,32.248725,-110.908875,,false,Lepidoptera,Butterflies and Moths,Insecta,47157,Lepidoptera,,,
73250192,2021-03-31,2021-03-31 16:37:27 UTC,1424273,paulswitzer,needs_id,32.2482633333,-110.908225,,false,Coleoptera,Beetles,Insecta,47208,Coleoptera,,,
73250231,2021-03-31,2021-03-31 16:39:19 UTC,1424273,paulswitzer,research,32.248255,-110.90822,,false,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Strymon,Strymon melinus
73250250,2021-03-31,2021-03-31 16:49:11 UTC,1424273,paulswitzer,research,32.248375,-110.9091333333,,false,Leptotes marina,Marine Blue,Insecta,59152,Lepidoptera,Lycaenidae,Leptotes,Leptotes marina
80364461,2021-05-23,2021-05-23 17:32:37 UTC,2214996,swindsor,needs_id,32.2482749722,-110.908252,,false,Leptotes marina,Marine Blue,Insecta,59152,Lepidoptera,Lycaenidae,Leptotes,Leptotes marina
80364565,2021-05-23,2021-05-23 17:33:11 UTC,2214996,swindsor,research,32.2483233151,-110.9082581475,,false,Agraulis vanillae,Gulf Fritillary,Insecta,49150,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae
80364681,2021-05-23,2021-05-23 17:34:48 UTC,2214996,swindsor,needs_id,32.2482776623,-110.9083195031,,false,Largus,,Insecta,52985,Hemiptera,Largidae,Largus,
80364731,2021-05-23,2021-05-23 17:35:42 UTC,2214996,swindsor,needs_id,32.2482691555,-110.908308439,,false,Largus,,Insecta,52985,Hemiptera,Largidae,Largus,
80365289,2021-05-23,2021-05-23 17:54:57 UTC,2214996,swindsor,research,32.248654,-110.908094,,false,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
80365630,2021-05-23,2021-05-23 18:00:01 UTC,2214996,swindsor,needs_id,32.248469,-110.908134,,false,Schizophora,Schizophoran Flies,Insecta,48089,Diptera,,,
80365661,2021-05-23,2021-05-23 18:04:39 UTC,2214996,swindsor,needs_id,32.248142,-110.9086669722,,false,Calyptratae,Calyptrate Flies,Insecta,342767,Diptera,,,
80365843,2021-05-23,2021-05-23 18:13:41 UTC,2214996,swindsor,needs_id,32.24846878,-110.9091104195,,false,Dolichopodidae,Long-legged Flies,Insecta,68020,Diptera,Dolichopodidae,,
80365964,2021-05-23,2021-05-23 18:21:10 UTC,2214996,swindsor,needs_id,32.248049,-110.9092669722,,false,Halictidae,Sweat Bees,Insecta,49707,Hymenoptera,Halictidae,,
80366037,2021-05-23,2021-05-23 18:37:21 UTC,2214996,swindsor,research,32.2483199722,-110.9082669722,,false,Danaus plexippus,Monarch,Insecta,48662,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus
80366504,2021-05-23,2021-05-23 18:49:11 UTC,2214996,swindsor,needs_id,32.248384847,-110.9088311344,,false,Orsillinae,,Insecta,477019,Hemiptera,Lygaeidae,,
80669767,2021-05-28,2021-05-28 19:00:32 UTC,1424273,paulswitzer,research,32.2482133333,-110.9082033333,,false,Leptotes marina,Marine Blue,Insecta,59152,Lepidoptera,Lycaenidae,Leptotes,Leptotes marina
80970510,2021-05-30,2021-05-30 17:45:00 UTC,3258781,geoffref,research,32.248,-110.90947,,false,Leptoglossus zonatus,,Insecta,154551,Hemiptera,Coreidae,Leptoglossus,Leptoglossus zonatus
