Year,Month,Day,Order,Family,Genus,Species,Observer ID
2019,9,13,Lepidoptera,Papilionidae,Papilio,polyxenes,2264217
2019,9,14,Lepidoptera,Papilionidae,Papilio,polyxenes,2264217
2020,5,6,Lepidoptera,Papilionidae,Papilio,polyxenes,284685
2016,3,16,Lepidoptera,Papilionidae,Papilio,rumiko,197112
2016,10,30,Lepidoptera,Papilionidae,Papilio,rumiko,287211
2017,4,12,Lepidoptera,Papilionidae,Papilio,rumiko,437666
2017,4,13,Lepidoptera,Papilionidae,Papilio,rumiko,437666
2017,4,13,Lepidoptera,Papilionidae,Papilio,rumiko,437666
2017,4,13,Lepidoptera,Papilionidae,Papilio,rumiko,232369
2017,4,14,Lepidoptera,Papilionidae,Papilio,rumiko,449064
2017,9,18,Lepidoptera,Papilionidae,Papilio,rumiko,493312
2017,9,22,Lepidoptera,Papilionidae,Papilio,rumiko,597767
2018,4,11,Lepidoptera,Papilionidae,Papilio,rumiko,841249
2018,4,26,Lepidoptera,Papilionidae,Papilio,rumiko,841386
2018,11,3,Lepidoptera,Papilionidae,Papilio,rumiko,1375082
2019,4,26,Lepidoptera,Papilionidae,Papilio,rumiko,512993
2019,9,6,Lepidoptera,Papilionidae,Papilio,rumiko,2213402
2019,9,14,Lepidoptera,Papilionidae,Papilio,rumiko,2239223
2019,9,15,Lepidoptera,Papilionidae,Papilio,rumiko,2212953
2019,10,31,Lepidoptera,Papilionidae,Papilio,rumiko,2408646
2019,11,12,Lepidoptera,Papilionidae,Papilio,rumiko,2408669
2020,1,7,Lepidoptera,Papilionidae,Papilio,rumiko,1923420
2020,4,21,Lepidoptera,Papilionidae,Papilio,rumiko,2251296
2020,4,23,Lepidoptera,Papilionidae,Papilio,rumiko,1923420
2016,3,16,Lepidoptera,Papilionidae,,,181333
2020,8,10,Lepidoptera,Pieridae,Colias,eurytheme,1424273
2018,11,28,Lepidoptera,Pieridae,Phoebis,agarithe,1370832
2016,9,26,Lepidoptera,Pieridae,Phoebis,sennae,21718
2016,9,26,Lepidoptera,Pieridae,Phoebis,sennae,6600
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,6600
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,376957
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,21718
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,376969
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,376959
2017,9,18,Lepidoptera,Pieridae,Phoebis,sennae,597767
2017,9,26,Lepidoptera,Pieridae,Phoebis,sennae,597767
2017,9,26,Lepidoptera,Pieridae,Phoebis,sennae,597767
2017,10,13,Lepidoptera,Pieridae,Phoebis,sennae,597767
2018,10,18,Lepidoptera,Pieridae,Phoebis,sennae,1301525
2020,4,11,Lepidoptera,Pieridae,Phoebis,sennae,1923420
2020,8,10,Lepidoptera,Pieridae,Phoebis,sennae,1424273
2020,9,4,Lepidoptera,Pieridae,Phoebis,sennae,3581827
2008,6,3,Lepidoptera,Pieridae,Pontia,protodice,3785
2017,4,13,Lepidoptera,Pieridae,Zerene,cesonia,437666
2017,9,22,Lepidoptera,Pieridae,Zerene,cesonia,597767
2017,5,1,Lepidoptera,Pieridae,,,440420
2018,1,6,Lepidoptera,Pyralidae,Plodia,interpunctella,1273715
2019,9,16,Lepidoptera,Riodinidae,Calephelis,arizonensis,2176369
2016,10,28,Lepidoptera,Saturniidae,Syssphinx,hubbardi,359549
2018,11,5,Lepidoptera,Saturniidae,,,1301525
2017,4,25,Lepidoptera,Sphingidae,Hyles,lineata,437666
2017,8,5,Lepidoptera,Sphingidae,Hyles,lineata,526494
2017,9,16,Lepidoptera,Sphingidae,Hyles,lineata,550536
2018,3,18,Lepidoptera,Sphingidae,Hyles,lineata,850533
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,841116
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,845315
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,844329
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,312304
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,845294
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,845299
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,844078
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,844131
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,841499
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,843664
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,841209
2018,4,11,Lepidoptera,Sphingidae,Hyles,lineata,844063
2018,4,24,Lepidoptera,Sphingidae,Hyles,lineata,841110
2018,10,6,Lepidoptera,Sphingidae,Hyles,lineata,1343506
2019,3,28,Lepidoptera,Sphingidae,Hyles,lineata,1273746
2019,9,13,Lepidoptera,Sphingidae,Hyles,lineata,2213054
2020,8,22,Lepidoptera,Sphingidae,Hyles,lineata,2805550
2020,9,19,Lepidoptera,Sphingidae,Hyles,lineata,3539312
2017,8,13,Lepidoptera,Sphingidae,Manduca,rustica,490159
2017,10,11,Lepidoptera,Sphingidae,Manduca,rustica,558040
2018,7,25,Lepidoptera,Sphingidae,Manduca,rustica,1121136
2018,9,11,Lepidoptera,Sphingidae,Manduca,rustica,572152
2018,9,12,Lepidoptera,Sphingidae,Manduca,rustica,904914
2018,9,20,Lepidoptera,Sphingidae,Manduca,rustica,1455266
2018,9,30,Lepidoptera,Sphingidae,Manduca,rustica,284246
2018,9,30,Lepidoptera,Sphingidae,Manduca,rustica,284246
2018,11,14,Lepidoptera,Sphingidae,Manduca,rustica,1355203
2018,11,14,Lepidoptera,Sphingidae,Manduca,rustica,1355203
2018,11,21,Lepidoptera,Sphingidae,Manduca,rustica,904914
2018,12,1,Lepidoptera,Sphingidae,Manduca,rustica,941589
2019,5,28,Lepidoptera,Sphingidae,Manduca,rustica,284685
2019,9,5,Lepidoptera,Sphingidae,Manduca,rustica,2212242
2019,9,18,Lepidoptera,Sphingidae,Manduca,rustica,904914
2019,10,10,Lepidoptera,Sphingidae,Manduca,rustica,2276891
2019,11,10,Lepidoptera,Sphingidae,Manduca,rustica,2431512
2020,7,12,Lepidoptera,Sphingidae,Manduca,rustica,2317842
2020,8,2,Lepidoptera,Sphingidae,Manduca,rustica,1879173
2020,9,6,Lepidoptera,Sphingidae,Manduca,rustica,3522054
2019,8,21,Lepidoptera,Sphingidae,Manduca,sexta,1923420
2020,9,18,Lepidoptera,Sphingidae,Manduca,sexta,3546723
2017,6,20,Lepidoptera,Sphingidae,Pachysphinx,occidentalis,272756
2017,9,27,Lepidoptera,Sphingidae,Pachysphinx,occidentalis,437666
2016,8,24,Lepidoptera,Sphingidae,Sphinx,chersis,312548
2016,10,12,Lepidoptera,Sphingidae,Sphinx,chersis,287211
2018,4,23,Lepidoptera,Sphingidae,Sphinx,chersis,841209
2018,9,21,Lepidoptera,Sphingidae,Sphinx,chersis,904914
2018,11,13,Lepidoptera,Sphingidae,Sphinx,chersis,904914
2018,11,13,Lepidoptera,Sphingidae,Sphinx,chersis,1264441
2018,11,20,Lepidoptera,Sphingidae,Sphinx,chersis,1273779
2018,11,27,Lepidoptera,Sphingidae,Sphinx,chersis,1368014
2018,11,30,Lepidoptera,Sphingidae,Sphinx,chersis,1306058
2019,9,26,Lepidoptera,Sphingidae,Sphinx,chersis,579856
2016,4,12,Lepidoptera,Sphingidae,,,181400
2016,4,14,Lepidoptera,Sphingidae,,,215393
2017,4,13,Lepidoptera,Sphingidae,,,443720
2017,4,13,Lepidoptera,Sphingidae,,,411236
2019,7,9,Lepidoptera,Sphingidae,,,2122967
2019,11,10,Lepidoptera,Sphingidae,,,2431512
2019,11,26,Lepidoptera,Sphingidae,,,550536
2020,3,25,Lepidoptera,Sphingidae,,,2251296
2020,7,9,Lepidoptera,Tineidae,,,2408653
2016,4,5,Lepidoptera,Zygaenidae,Harrisina,metallica,210789
2016,4,5,Lepidoptera,Zygaenidae,Harrisina,metallica,210800
2016,4,5,Lepidoptera,Zygaenidae,Harrisina,metallica,181400
2018,9,23,Lepidoptera,Zygaenidae,Harrisina,metallica,904914
2018,10,21,Lepidoptera,Zygaenidae,Harrisina,metallica,1273772
2020,7,27,Lepidoptera,Zygaenidae,Harrisina,metallica,1923420
2014,11,6,Lepidoptera,,,,52181
2016,4,12,Lepidoptera,,,,215393
2016,8,21,Lepidoptera,,,,284783
2016,9,14,Lepidoptera,,,,21718
2017,4,10,Lepidoptera,,,,447007
2017,4,10,Lepidoptera,,,,411272
2017,4,10,Lepidoptera,,,,411276
2017,4,12,Lepidoptera,,,,449110
2017,4,12,Lepidoptera,,,,449066
2017,4,12,Lepidoptera,,,,441578
2017,4,13,Lepidoptera,,,,437666
2017,4,14,Lepidoptera,,,,437748
2017,4,19,Lepidoptera,,,,455318
2017,4,26,Lepidoptera,,,,437666
2017,9,22,Lepidoptera,,,,597767
2018,4,11,Lepidoptera,,,,845013
2018,4,11,Lepidoptera,,,,845251
2018,4,11,Lepidoptera,,,,841574
2018,4,11,Lepidoptera,,,,841624
2018,4,11,Lepidoptera,,,,845354
2018,4,13,Lepidoptera,,,,719230
2018,4,13,Lepidoptera,,,,719230
2018,4,15,Lepidoptera,,,,841209
2018,4,23,Lepidoptera,,,,842953
2018,4,23,Lepidoptera,,,,845269
2018,4,25,Lepidoptera,,,,841101
2018,5,8,Lepidoptera,,,,856465
2018,10,27,Lepidoptera,,,,39957
2018,11,28,Lepidoptera,,,,1370832
2019,8,25,Lepidoptera,,,,2938759
2019,9,10,Lepidoptera,,,,2212910
2019,9,12,Lepidoptera,,,,2212910
2019,9,15,Lepidoptera,,,,2263613
2020,3,14,Lepidoptera,,,,2808889
2020,7,27,Lepidoptera,,,,1923420
2020,9,10,Lepidoptera,,,,1117199
2018,9,11,Mantodea,Eremiaphilidae,Iris,oratoria,904914
2018,10,12,Mantodea,Eremiaphilidae,Iris,oratoria,1273775
2018,10,12,Mantodea,Eremiaphilidae,Iris,oratoria,1273722
2018,10,12,Mantodea,Eremiaphilidae,Iris,oratoria,1273771
2018,10,12,Mantodea,Eremiaphilidae,Iris,oratoria,1273678
2018,10,12,Mantodea,Eremiaphilidae,Iris,oratoria,1376441
2018,10,17,Mantodea,Eremiaphilidae,Iris,oratoria,1378241
2018,10,29,Mantodea,Eremiaphilidae,Iris,oratoria,904914
2018,11,29,Mantodea,Eremiaphilidae,Iris,oratoria,1368014
2018,12,3,Mantodea,Eremiaphilidae,Iris,oratoria,1378241
2019,4,26,Mantodea,Eremiaphilidae,Iris,oratoria,232369
2019,5,14,Mantodea,Eremiaphilidae,Iris,oratoria,2425872
2019,8,27,Mantodea,Eremiaphilidae,Iris,oratoria,2212242
2019,12,12,Mantodea,Eremiaphilidae,Iris,oratoria,284685
2020,4,2,Mantodea,Eremiaphilidae,Iris,oratoria,2251296
2020,5,17,Mantodea,Eremiaphilidae,Iris,oratoria,2251296
2020,7,9,Mantodea,Eremiaphilidae,Iris,oratoria,1923420
2020,8,28,Mantodea,Eremiaphilidae,Iris,oratoria,3522054
2019,11,13,Mantodea,Eremiaphilidae,,,2438706
2017,9,26,Mantodea,Mantidae,Mantis,religiosa,597767
2017,8,9,Mantodea,Mantidae,Stagmomantis,limbata,493312
2017,10,16,Mantodea,Mantidae,Stagmomantis,limbata,600003
2018,9,30,Mantodea,Mantidae,Stagmomantis,limbata,1273751
2018,10,6,Mantodea,Mantidae,Stagmomantis,limbata,20265
2018,10,12,Mantodea,Mantidae,Stagmomantis,limbata,1162965
2018,10,24,Mantodea,Mantidae,Stagmomantis,limbata,1273772
2019,9,6,Mantodea,Mantidae,Stagmomantis,limbata,579856
2019,9,11,Mantodea,Mantidae,Stagmomantis,limbata,2212893
2019,9,16,Mantodea,Mantidae,Stagmomantis,limbata,572152
2019,11,1,Mantodea,Mantidae,Stagmomantis,limbata,1356621
2020,9,3,Mantodea,Mantidae,Stagmomantis,limbata,3539312
2017,9,26,Mantodea,Mantidae,,,597767
2017,9,27,Mantodea,Mantidae,,,597767
2017,10,1,Mantodea,Mantidae,,,296672
2018,4,11,Mantodea,Mantidae,,,843766
2018,5,7,Mantodea,Mantidae,,,863218
2018,6,7,Mantodea,Mantidae,,,579856
2019,9,9,Mantodea,Mantidae,,,2212741
2019,9,11,Mantodea,Mantidae,,,2212907
2019,9,18,Mantodea,Mantidae,,,2248561
2019,9,20,Mantodea,Mantidae,,,2408653
2019,11,6,Mantodea,Mantidae,,,2434334
2020,9,13,Mantodea,Mantidae,,,3551697
2016,4,11,Mantodea,,,,214437
2017,7,28,Mantodea,,,,21718
2017,9,22,Mantodea,,,,597767
2017,9,22,Mantodea,,,,597767
2017,9,26,Mantodea,,,,597767
2017,9,26,Mantodea,,,,597767
2018,10,12,Mantodea,,,,1273792
2018,10,12,Mantodea,,,,1273722
2018,10,12,Mantodea,,,,1273722
2018,10,12,Mantodea,,,,1273795
2018,10,12,Mantodea,,,,1189161
2019,9,10,Mantodea,,,,2263024
2019,9,16,Mantodea,,,,2212901
2016,4,11,Neuroptera,Chrysopidae,,,212724
2017,4,10,Neuroptera,Chrysopidae,,,446857
2018,8,31,Neuroptera,Chrysopidae,,,1359307
2018,10,22,Neuroptera,Chrysopidae,,,1273733
2019,9,10,Neuroptera,Chrysopidae,,,2180944
2019,12,4,Neuroptera,Chrysopidae,,,850533
2020,9,9,Neuroptera,Chrysopidae,,,3522054
2020,4,25,Neuroptera,Hemerobiidae,,,2626882
2020,5,5,Neuroptera,Myrmeleontidae,Vella,fallax,1923420
2017,4,12,Neuroptera,Myrmeleontidae,,,448979
2018,9,2,Neuroptera,Myrmeleontidae,,,572152
2018,10,14,Neuroptera,Myrmeleontidae,,,1273722
2019,8,28,Neuroptera,Myrmeleontidae,,,284246
2019,8,28,Neuroptera,Myrmeleontidae,,,284246
2020,9,7,Neuroptera,Myrmeleontidae,,,3522054
2016,4,11,Neuroptera,,,,212839
2017,10,25,Neuroptera,,,,600003
2019,4,22,Neuroptera,,,,572152
2017,10,8,Odonata,Aeshnidae,,,437666
2018,4,23,Odonata,Coenagrionidae,Argia,moesta,841492
2018,4,11,Odonata,Coenagrionidae,Telebasis,salva,845293
2018,11,7,Odonata,Coenagrionidae,Telebasis,salva,1273779
2016,11,15,Odonata,Coenagrionidae,,,272756
2018,4,23,Odonata,Coenagrionidae,,,844063
2017,4,12,Odonata,Libellulidae,Libellula,saturata,440611
2017,7,4,Odonata,Libellulidae,Libellula,saturata,21718
2017,7,4,Odonata,Libellulidae,Libellula,saturata,232369
2018,4,23,Odonata,Libellulidae,Libellula,saturata,312304
2018,4,23,Odonata,Libellulidae,Libellula,saturata,844282
2018,4,23,Odonata,Libellulidae,Libellula,saturata,844282
2018,4,23,Odonata,Libellulidae,Libellula,saturata,841253
2018,4,23,Odonata,Libellulidae,Libellula,saturata,841499
2018,4,23,Odonata,Libellulidae,Libellula,saturata,841253
2018,4,23,Odonata,Libellulidae,Libellula,saturata,841253
2018,4,23,Odonata,Libellulidae,Libellula,saturata,886798
2018,4,23,Odonata,Libellulidae,Libellula,saturata,844853
2019,6,18,Odonata,Libellulidae,Libellula,saturata,1030791
2019,9,4,Odonata,Libellulidae,Libellula,saturata,2212959
2019,9,13,Odonata,Libellulidae,Libellula,saturata,2212954
2020,5,5,Odonata,Libellulidae,Libellula,saturata,1923420
2019,9,8,Odonata,Libellulidae,Pachydiplax,longipennis,2229614
2019,9,9,Odonata,Libellulidae,Pachydiplax,longipennis,2213547
2019,9,9,Odonata,Libellulidae,Pachydiplax,longipennis,2240428
2020,7,15,Odonata,Libellulidae,Pachydiplax,longipennis,2408653
2007,9,30,Odonata,Libellulidae,Perithemis,intensa,3785
2017,9,22,Odonata,Libellulidae,Perithemis,intensa,21718
2017,9,22,Odonata,Libellulidae,Perithemis,intensa,21718
2017,9,22,Odonata,Libellulidae,Perithemis,intensa,597767
2017,9,22,Odonata,Libellulidae,Perithemis,intensa,597767
2017,9,26,Odonata,Libellulidae,Perithemis,intensa,597767
2019,9,5,Odonata,Libellulidae,,,2212900
2018,4,23,Odonata,,,,312304
2018,4,23,Odonata,,,,841249
2020,8,26,Odonata,,,,2408669
2020,8,26,Odonata,,,,2408669
2018,11,21,Orthoptera,Acrididae,Melanoplus,differentialis,1273678
2019,9,6,Orthoptera,Acrididae,Melanoplus,differentialis,1948815
2019,11,19,Orthoptera,Acrididae,Melanoplus,differentialis,2408647
2019,9,20,Orthoptera,Acrididae,Schistocerca,albolineata,2212957
2017,4,12,Orthoptera,Acrididae,Schistocerca,nitens,448523
2017,4,12,Orthoptera,Acrididae,Schistocerca,nitens,447011
2017,4,12,Orthoptera,Acrididae,Schistocerca,nitens,449103
2018,4,13,Orthoptera,Acrididae,Schistocerca,nitens,723501
2018,4,23,Orthoptera,Acrididae,Schistocerca,nitens,844282
2018,4,23,Orthoptera,Acrididae,Schistocerca,nitens,841116
2018,4,24,Orthoptera,Acrididae,Schistocerca,nitens,841209
2018,10,5,Orthoptera,Acrididae,Schistocerca,nitens,1356600
2018,10,12,Orthoptera,Acrididae,Schistocerca,nitens,1273775
2018,10,12,Orthoptera,Acrididae,Schistocerca,nitens,1273792
2018,10,12,Orthoptera,Acrididae,Schistocerca,nitens,1273722
2018,10,12,Orthoptera,Acrididae,Schistocerca,nitens,1310104
2018,10,12,Orthoptera,Acrididae,Schistocerca,nitens,1273712
2019,3,29,Orthoptera,Acrididae,Schistocerca,nitens,1009557
2019,6,28,Orthoptera,Acrididae,Schistocerca,nitens,2220039
2020,1,4,Orthoptera,Acrididae,Schistocerca,nitens,526494
2016,4,7,Orthoptera,Acrididae,Trimerotropis,pallidipennis,210733
2018,4,11,Orthoptera,Acrididae,Trimerotropis,pallidipennis,841209
2018,4,11,Orthoptera,Acrididae,Trimerotropis,pallidipennis,841118
2019,7,24,Orthoptera,Acrididae,Trimerotropis,pallidipennis,284685
2019,9,5,Orthoptera,Acrididae,Trimerotropis,pallidipennis,2239223
2019,9,6,Orthoptera,Acrididae,Trimerotropis,pallidipennis,2212953
2019,9,8,Orthoptera,Acrididae,Trimerotropis,pallidipennis,2212894
2020,4,23,Orthoptera,Acrididae,Trimerotropis,pallidipennis,284685
2020,8,22,Orthoptera,Acrididae,Trimerotropis,pallidipennis,2805550
2016,2,20,Orthoptera,Acrididae,,,3785
2016,4,11,Orthoptera,Acrididae,,,212724
2017,9,22,Orthoptera,Acrididae,,,278739
2017,9,22,Orthoptera,Acrididae,,,597767
2017,9,22,Orthoptera,Acrididae,,,597767
2018,4,26,Orthoptera,Acrididae,,,844282
2018,8,25,Orthoptera,Acrididae,,,904914
2018,8,27,Orthoptera,Acrididae,,,904914
2019,9,5,Orthoptera,Acrididae,,,2212095
2019,9,5,Orthoptera,Acrididae,,,2213206
2020,4,3,Orthoptera,Acrididae,,,2626873
2020,9,17,Orthoptera,Acrididae,,,3551864
2016,4,7,Orthoptera,Gryllidae,Acheta,domesticus,210705
2020,9,22,Orthoptera,Gryllidae,Acheta,domesticus,2934042
2016,3,14,Orthoptera,Gryllidae,Gryllodes,sigillatus,197070
2016,3,16,Orthoptera,Gryllidae,Gryllodes,sigillatus,197115
2016,3,16,Orthoptera,Gryllidae,Gryllodes,sigillatus,197114
2016,3,16,Orthoptera,Gryllidae,Gryllodes,sigillatus,197106
2018,8,26,Orthoptera,Gryllidae,Gryllodes,sigillatus,1356600
2018,10,7,Orthoptera,Gryllidae,Gryllodes,sigillatus,1370833
2018,11,14,Orthoptera,Gryllidae,Gryllodes,sigillatus,1273752
2018,12,4,Orthoptera,Gryllidae,Gryllodes,sigillatus,1348727
2019,9,5,Orthoptera,Gryllidae,Gryllodes,sigillatus,2212947
2019,9,6,Orthoptera,Gryllidae,Gryllodes,sigillatus,2212950
2019,9,7,Orthoptera,Gryllidae,Gryllodes,sigillatus,2213989
2019,9,9,Orthoptera,Gryllidae,Gryllodes,sigillatus,2242947
2019,9,10,Orthoptera,Gryllidae,Gryllodes,sigillatus,2212915
2019,9,15,Orthoptera,Gryllidae,Gryllodes,sigillatus,2263613
2019,9,16,Orthoptera,Gryllidae,Gryllodes,sigillatus,2240939
2020,6,25,Orthoptera,Gryllidae,Gryllodes,sigillatus,2251296
2019,9,14,Orthoptera,Gryllidae,Gryllus,pennsylvanicus,2213054
2016,3,16,Orthoptera,Gryllidae,,,198032
2019,9,4,Orthoptera,Gryllidae,,,2212898
2019,9,8,Orthoptera,Gryllidae,,,2212959
2019,9,9,Orthoptera,Gryllidae,,,2235163
2019,9,9,Orthoptera,Gryllidae,,,2242947
2019,9,12,Orthoptera,Gryllidae,,,2214274
2020,9,7,Orthoptera,Gryllidae,,,3520103
2019,11,19,Orthoptera,Tettigoniidae,Insara,elegans,2408647
2019,2,5,Orthoptera,Tettigoniidae,Microcentrum,rhombifolium,904914
2017,9,22,Orthoptera,Tettigoniidae,Orchelimum,unispina,597767
2016,11,30,Orthoptera,Tettigoniidae,Scudderia,mexicana,6600
2016,11,30,Orthoptera,Tettigoniidae,Scudderia,mexicana,376969
2016,11,30,Orthoptera,Tettigoniidae,Scudderia,mexicana,21718
2016,11,30,Orthoptera,Tettigoniidae,Scudderia,mexicana,376973
2016,11,30,Orthoptera,Tettigoniidae,Scudderia,mexicana,376959
2017,4,12,Orthoptera,Tettigoniidae,Scudderia,mexicana,442764
2017,4,12,Orthoptera,Tettigoniidae,Scudderia,mexicana,446331
2017,4,12,Orthoptera,Tettigoniidae,Scudderia,mexicana,449091
2017,4,12,Orthoptera,Tettigoniidae,Scudderia,mexicana,443529
2017,4,12,Orthoptera,Tettigoniidae,Scudderia,mexicana,440611
2017,4,12,Orthoptera,Tettigoniidae,Scudderia,mexicana,448018
2018,12,3,Orthoptera,Tettigoniidae,Scudderia,mexicana,1378098
2019,10,24,Orthoptera,Tettigoniidae,Scudderia,mexicana,2212957
2020,9,3,Orthoptera,Tettigoniidae,Scudderia,mexicana,2212957
2017,4,12,Orthoptera,Tettigoniidae,,,448018
2017,4,12,Orthoptera,Tettigoniidae,,,448291
2017,4,12,Orthoptera,Tettigoniidae,,,441578
2017,9,27,Orthoptera,Tettigoniidae,,,284685
2018,11,28,Orthoptera,Tettigoniidae,,,1370087
2018,11,28,Orthoptera,Tettigoniidae,,,1370087
2019,1,31,Orthoptera,Tettigoniidae,,,831224
2019,9,14,Orthoptera,Tettigoniidae,,,2248536
2016,3,15,Orthoptera,,,,198084
2016,4,5,Orthoptera,,,,210801
2016,4,13,Orthoptera,,,,212752
2016,4,14,Orthoptera,,,,179743
2016,4,14,Orthoptera,,,,179743
2017,4,12,Orthoptera,,,,449098
2017,7,29,Orthoptera,,,,493312
2017,9,13,Orthoptera,,,,627737
2018,5,9,Orthoptera,,,,863212
2018,6,25,Orthoptera,,,,579856
2018,11,19,Orthoptera,,,,572152
2019,9,6,Orthoptera,,,,1948815
2019,9,9,Orthoptera,,,,2238411
2019,9,9,Orthoptera,,,,2234016
2019,9,13,Orthoptera,,,,2212909
2019,11,8,Orthoptera,,,,2398063
2019,11,9,Orthoptera,,,,2317842
2019,11,9,Orthoptera,,,,2317842
2020,7,9,Orthoptera,,,,1923420
2020,8,28,Orthoptera,,,,3609797
2020,8,30,Orthoptera,,,,3515561
2019,1,30,Phasmida,Diapheromeridae,,,1448748
2019,6,19,Phasmida,Heteronemiidae,,,572152
2020,9,4,Zygentoma,Lepismatidae,Lepisma,saccharina,3520103
2018,11,3,Zygentoma,Lepismatidae,Leucolepisma,arenaria,572152
2016,2,19,Zygentoma,Lepismatidae,Thermobia,domestica,43891
2019,9,12,Zygentoma,Lepismatidae,,,2212906
2016,3,14,,,,,197114
2016,3,14,,,,,197102
2016,3,15,,,,,197105
2016,3,15,,,,,197108
2016,3,15,,,,,197108
2016,3,15,,,,,197112
2016,3,15,,,,,197106
2016,3,15,,,,,73174
2016,3,16,,,,,197105
2016,4,5,,,,,210705
2016,4,5,,,,,206804
2016,4,7,,,,,212125
2016,4,7,,,,,210734
2016,4,11,,,,,214495
2016,4,12,,,,,215235
2016,4,12,,,,,212125
2016,4,12,,,,,212125
2016,4,12,,,,,210797
2016,4,13,,,,,212742
2017,3,10,,,,,421603
2017,4,3,,,,,421600
2017,4,5,,,,,400443
2017,4,10,,,,,446860
2017,4,12,,,,,449043
2017,4,12,,,,,449098
2017,4,12,,,,,449098
2017,4,17,,,,,455318
2017,4,24,,,,,437748
2017,4,28,,,,,437666
2018,4,11,,,,,845286
2018,4,11,,,,,841624
2018,4,16,,,,,841101
2018,4,23,,,,,889446
2018,4,23,,,,,889446
2018,4,23,,,,,841249
2018,5,8,,,,,948104
2018,5,10,,,,,823704
2018,10,19,,,,,1273772
2018,11,29,,,,,1370848
2018,12,2,,,,,1376395
2018,12,4,,,,,1379482
2019,9,9,,,,,2212972
2020,4,23,,,,,1923420
2020,5,5,,,,,1923420
2020,6,6,,,,,2251296
2020,9,1,,,,,1879173
